City,Operational Management Area,Store serial number,Department code,Store name,Checklist number,Check category,Check items,Opportunity point description,Label,Opportunity point value,Deduction type,Check route,checker,Checker position,Voiding Approval Position,Voiding Submission Time,Voiding Approval Time,Report score,Store level,Check date,Check report generation time,Module_CN,Severity_Code,Severity_CN,Severity_Level,Month
New York City,Area 1,US00002,LKUS00000002,Herald Square,CK-2026-1017,Area food safety Check,Check: Devices for Monitoring the Temperatures of All Refrigerators and Freezers compliance requirement,Cross contamination risk: raw and cooked food stored together,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,76,Relax,2026-03-25,2026-03-25 11:40:00,温控管理,L,L项,轻微项,2026-03
New York City,Area 1,US00002,LKUS00000002,Herald Square,CK-2026-1017,Area food safety Check,Check: Material Storage Location Specification compliance requirement,Water filter replacement date overdue,Material Storage Location Specification,-2,General,On-site check,Zhang Wei,QA Inspector,,,,76,Relax,2026-03-25,2026-03-25 11:40:00,储存管理,G,G项,一般项,2026-03
New York City,Area 1,US00002,LKUS00000002,Herald Square,CK-2026-1017,Area food safety Check,Check: Government inspection compliance requirement,Grease trap not cleaned on schedule,Government inspection,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,76,Relax,2026-03-25,2026-03-25 11:40:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 1,US00002,LKUS00000002,Herald Square,CK-2026-1017,Area food safety Check,Check: Devices for Monitoring the Temperatures of All Refrigerators and Freezers compliance requirement,Gloves not worn during food preparation,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,76,Relax,2026-03-25,2026-03-25 11:40:00,温控管理,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Expiration Date compliance requirement,Handwashing station missing soap,Expiration Date,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,有效期管理,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Cross Contamination compliance requirement,Cross contamination risk: raw and cooked food stored together,Cross Contamination,0,Other,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Potable Water Supply is Adequate compliance requirement,Light fixture damaged in food prep area,Potable Water Supply is Adequate,-5,Important,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,水务与管道,M,M项,重要项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Workplace Safety compliance requirement,Chemical storage area not properly labeled,Workplace Safety,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,环境与客区,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Unqualified Goods compliance requirement,Handwashing station missing soap,Unqualified Goods,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,储存管理,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Operating Specifications compliance requirement,"Trash can lid broken, needs repair",Operating Specifications,-2,General,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,证照与规范,G,G项,一般项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Disposable Gloves and Blue Bandages compliance requirement,Food storage containers not labeled with date,Disposable Gloves and Blue Bandages,0,Other,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,清洁消毒,O,其他,其他,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Requirements compliance requirement,Food items stored directly on floor,Requirements,-2,General,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,证照与规范,G,G项,一般项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Equipment Inspection and Maintenance compliance requirement,Cross contamination risk: raw and cooked food stored together,Equipment Inspection and Maintenance,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,设备与工具,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Expiration Date compliance requirement,No air gap in plumbing under sink,Expiration Date,-2,General,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,有效期管理,G,G项,一般项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1018,Area food safety Check,Check: Equipment and Food Processing Utensils compliance requirement,Food storage containers not labeled with date,Equipment and Food Processing Utensils,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-15,2026-03-15 09:38:00,设备与工具,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: Licenses and certificates compliance requirement,Cross contamination risk: raw and cooked food stored together,Licenses and certificates,-1,Slight,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: No pests enter compliance requirement,Grease trap not cleaned on schedule,No pests enter,-2,General,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,虫害防控,G,G项,一般项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: Requirements compliance requirement,Chemical storage area not properly labeled,Requirements,-2,General,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,证照与规范,G,G项,一般项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: No Sign of Insect Pests compliance requirement,Handwashing station missing soap,No Sign of Insect Pests,-1,Slight,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: Cross Contamination compliance requirement,Grease trap not cleaned on schedule,Cross Contamination,0,Other,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: Devices for Monitoring the Temperatures of All Refrigerators and Freezers compliance requirement,Light fixture damaged in food prep area,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,-1,Slight,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,温控管理,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,Food storage containers not labeled with date,Insect Pest Control Facilities & Suppliers,-1,Slight,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: Operating Specifications compliance requirement,Grease trap not cleaned on schedule,Operating Specifications,0,Other,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,证照与规范,O,其他,其他,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: No pests enter compliance requirement,Temperature of freezer above acceptable range,No pests enter,-2,General,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,虫害防控,G,G项,一般项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: Avoidance of Falling Foreign Objects compliance requirement,Handwashing station missing soap,Avoidance of Falling Foreign Objects,-1,Slight,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,食品加工区域,L,L项,轻微项,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: Grease traps&Residue traps&Sewer lines compliance requirement,"Trash can lid broken, needs repair",Grease traps&Residue traps&Sewer lines,0,Other,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,水务与管道,O,其他,其他,2026-03
New York City,Area 1,US00003,LKUS00000003,Bryant Park,CK-2026-1019,Store food safety self-check,Check: Avoidance of Falling Foreign Objects compliance requirement,Water filter replacement date overdue,Avoidance of Falling Foreign Objects,-2,General,On-site check,Li Ming,QA Inspector,,,,94,Pickup,2026-03-17,2026-03-17 13:39:00,食品加工区域,G,G项,一般项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Personal Hygiene compliance requirement,Grease trap not cleaned on schedule,Personal Hygiene,-2,General,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,人员卫生,G,G项,一般项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Expiration Date compliance requirement,Personal items in food preparation area,Expiration Date,0,Other,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,有效期管理,O,其他,其他,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Chemical Mark/Storage compliance requirement,Temperature log not completed for refrigerator,Chemical Mark/Storage,-2,General,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,化学品管理,G,G项,一般项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Expiration Date compliance requirement,Gloves not worn during food preparation,Expiration Date,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,有效期管理,L,L项,轻微项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Material Storage Location Specification compliance requirement,Equipment not properly maintained - ice machine leaking,Material Storage Location Specification,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,储存管理,L,L项,轻微项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Avoidance of Falling Foreign Objects compliance requirement,Floor not clean under the sink area,Avoidance of Falling Foreign Objects,0,Other,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Licenses and certificates compliance requirement,Food item past expiration date found in storage area,Licenses and certificates,-2,General,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,证照与规范,G,G项,一般项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Material Storage Location Specification compliance requirement,Handwashing station missing soap,Material Storage Location Specification,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,储存管理,L,L项,轻微项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Operating Specifications compliance requirement,"Trash can lid broken, needs repair",Operating Specifications,0,Other,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,证照与规范,O,其他,其他,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Customer Area compliance requirement,Food items stored directly on floor,Customer Area,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,环境与客区,L,L项,轻微项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Chemical Mark/Storage compliance requirement,Food items stored directly on floor,Chemical Mark/Storage,0,Other,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,化学品管理,O,其他,其他,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1020,Area food safety Check,Check: Equipment Inspection and Maintenance compliance requirement,Water filter replacement date overdue,Equipment Inspection and Maintenance,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,87,Pickup,2026-03-28,2026-03-28 10:28:00,设备与工具,L,L项,轻微项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1021,Store food safety self-check,Check: Licenses and certificates compliance requirement,Food item past expiration date found in storage area,Licenses and certificates,-2,General,On-site check,Zhang Wei,QA Inspector,,,,90,Pickup,2026-03-14,2026-03-14 09:48:00,证照与规范,G,G项,一般项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1021,Store food safety self-check,Check: Equipment Inspection and Maintenance compliance requirement,Water filter replacement date overdue,Equipment Inspection and Maintenance,-2,General,On-site check,Zhang Wei,QA Inspector,,,,90,Pickup,2026-03-14,2026-03-14 09:48:00,设备与工具,G,G项,一般项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1021,Store food safety self-check,Check: Personal Hygiene compliance requirement,Employee health certificate expired,Personal Hygiene,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,90,Pickup,2026-03-14,2026-03-14 09:48:00,人员卫生,L,L项,轻微项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1021,Store food safety self-check,Check: Workplace Safety compliance requirement,Chemical storage area not properly labeled,Workplace Safety,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,90,Pickup,2026-03-14,2026-03-14 09:48:00,环境与客区,L,L项,轻微项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1021,Store food safety self-check,Check: Approved Goods compliance requirement,Temperature of freezer above acceptable range,Approved Goods,-2,General,On-site check,Zhang Wei,QA Inspector,,,,90,Pickup,2026-03-14,2026-03-14 09:48:00,储存管理,G,G项,一般项,2026-03
New York City,Area 2,US00004,LKUS00000004,Wall Street,CK-2026-1021,Store food safety self-check,Check: Water Filtration Device compliance requirement,Employee health certificate expired,Water Filtration Device,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,90,Pickup,2026-03-14,2026-03-14 09:48:00,水务与管道,L,L项,轻微项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,Handwashing station missing soap,Insect Pest Control Facilities & Suppliers,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Licenses and certificates compliance requirement,,Licenses and certificates,0,Other,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,证照与规范,O,其他,其他,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Lights compliance requirement,Water filter replacement date overdue,Lights,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,环境与客区,L,L项,轻微项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Food Processing Area compliance requirement,Floor not clean under the sink area,Food Processing Area,0,Other,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Water Filtration Device compliance requirement,Personal items in food preparation area,Water Filtration Device,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,水务与管道,L,L项,轻微项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,Food item past expiration date found in storage area,Insect Pest Control Facilities & Suppliers,0,Other,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,虫害防控,O,其他,其他,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Customer Area compliance requirement,Temperature of freezer above acceptable range,Customer Area,-2,General,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,环境与客区,G,G项,一般项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Requirements compliance requirement,Employee health certificate expired,Requirements,0,Other,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,证照与规范,O,其他,其他,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Government inspection compliance requirement,,Government inspection,0,Other,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,证照与规范,O,其他,其他,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Food Processing Area compliance requirement,Floor not clean under the sink area,Food Processing Area,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,食品加工区域,L,L项,轻微项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Equipment Inspection and Maintenance compliance requirement,Temperature log not completed for refrigerator,Equipment Inspection and Maintenance,-2,General,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,设备与工具,G,G项,一般项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1022,Area food safety Check,Check: Unqualified Goods compliance requirement,Handwashing station missing soap,Unqualified Goods,-2,General,On-site check,Wang Fang,QA Inspector,,,,70,Pickup,2026-03-15,2026-03-15 12:42:00,储存管理,G,G项,一般项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1023,Store food safety audit,Check: Personal certificate compliance requirement,No air gap in plumbing under sink,Personal certificate,0,Other,On-site check,Wang Fang,QA Inspector,,,,76,Pickup,2026-03-24,2026-03-24 14:11:00,人员卫生,O,其他,其他,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1023,Store food safety audit,Check: Avoidance of Falling Foreign Objects compliance requirement,Cross contamination risk: raw and cooked food stored together,Avoidance of Falling Foreign Objects,0,Other,On-site check,Wang Fang,QA Inspector,,,,76,Pickup,2026-03-24,2026-03-24 14:11:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1023,Store food safety audit,Check: Operating Specifications compliance requirement,"Trash can lid broken, needs repair",Operating Specifications,0,Other,On-site check,Wang Fang,QA Inspector,,,,76,Pickup,2026-03-24,2026-03-24 14:11:00,证照与规范,O,其他,其他,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1023,Store food safety audit,Check: Devices for Monitoring the Temperatures of All Refrigerators and Freezers compliance requirement,Equipment not properly maintained - ice machine leaking,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,76,Pickup,2026-03-24,2026-03-24 14:11:00,温控管理,L,L项,轻微项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1023,Store food safety audit,Check: Cross Contamination compliance requirement,Food items stored directly on floor,Cross Contamination,0,Other,On-site check,Wang Fang,QA Inspector,,,,76,Pickup,2026-03-24,2026-03-24 14:11:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1023,Store food safety audit,Check: Employees' Health compliance requirement,Food item past expiration date found in storage area,Employees' Health,-2,General,On-site check,Wang Fang,QA Inspector,,,,76,Pickup,2026-03-24,2026-03-24 14:11:00,人员卫生,G,G项,一般项,2026-03
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1023,Store food safety audit,Check: Water Sinks & Pipes compliance requirement,Operating license not displayed visibly,Water Sinks & Pipes,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,76,Pickup,2026-03-24,2026-03-24 14:11:00,水务与管道,L,L项,轻微项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Cross Contamination compliance requirement,Temperature of freezer above acceptable range,Cross Contamination,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,食品加工区域,L,L项,轻微项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Cross Contamination compliance requirement,Water filter replacement date overdue,Cross Contamination,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,食品加工区域,L,L项,轻微项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Trash Cans compliance requirement,Temperature log not completed for refrigerator,Trash Cans,-2,General,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,环境与客区,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: No Sign of Insect Pests compliance requirement,Floor not clean under the sink area,No Sign of Insect Pests,0,Other,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,虫害防控,O,其他,其他,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Water Filtration Device compliance requirement,Gloves not worn during food preparation,Water Filtration Device,0,Other,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,水务与管道,O,其他,其他,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: License Documents compliance requirement,Personal items in food preparation area,License Documents,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Material Storage Location Specification compliance requirement,Light fixture damaged in food prep area,Material Storage Location Specification,0,Other,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,储存管理,O,其他,其他,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Trash Cans compliance requirement,Temperature log not completed for refrigerator,Trash Cans,0,Other,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,环境与客区,O,其他,其他,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Employees' Health compliance requirement,Employee health certificate expired,Employees' Health,-2,General,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,人员卫生,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Employees' Health compliance requirement,Food items stored directly on floor,Employees' Health,-2,General,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,人员卫生,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Personal Hygiene compliance requirement,Pest trap not checked in the last 30 days,Personal Hygiene,-5,Important,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,人员卫生,M,M项,重要项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Devices for Monitoring the Temperatures of All Refrigerators and Freezers compliance requirement,Handwashing station missing soap,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,0,Other,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,温控管理,O,其他,其他,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,"Check: Operation Stand, Shelf, Cabinet and Water Sink compliance requirement",Temperature log not completed for refrigerator,"Operation Stand, Shelf, Cabinet and Water Sink",-1,Slight,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,食品加工区域,L,L项,轻微项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,Check: Food compliance requirement,Personal items in food preparation area,Food,-2,General,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,有效期管理,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1024,Area food safety Check,"Check: Operation Stand, Shelf, Cabinet and Water Sink compliance requirement",Personal items in food preparation area,"Operation Stand, Shelf, Cabinet and Water Sink",-5,Important,On-site check,Chen Yu,QA Inspector,,,,73,Relax,2026-03-27,2026-03-27 18:23:00,食品加工区域,M,M项,重要项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Equipment and Food Processing Utensils compliance requirement,Equipment not properly maintained - ice machine leaking,Equipment and Food Processing Utensils,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,设备与工具,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Personal certificate compliance requirement,Floor not clean under the sink area,Personal certificate,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,人员卫生,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Storage/Maintenance of Utensils compliance requirement,Employee health certificate expired,Storage/Maintenance of Utensils,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,设备与工具,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Unqualified Goods compliance requirement,Cross contamination risk: raw and cooked food stored together,Unqualified Goods,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,储存管理,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Facility Inspection and Maintenance compliance requirement,No air gap in plumbing under sink,Facility Inspection and Maintenance,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,设备与工具,G,G项,一般项,2026-03
